Date,Open,Close,High,Low
2013-03-12 00:00:00,0.94845,0.94875,0.94908,0.94832
2013-03-12 01:00:00,0.94874,0.94852,0.94898,0.94828
2013-03-12 02:00:00,0.94853,0.94917,0.94920,0.94830
2013-03-12 03:00:00,0.94917,0.94940,0.94947,0.94908
2013-03-12 04:00:00,0.94939,0.94910,0.94952,0.94901
2013-03-12 05:00:00,0.94911,0.94916,0.94944,0.94867
2013-03-12 06:00:00,0.94916,0.94910,0.94961,0.94900
2013-03-12 07:00:00,0.94913,0.94952,0.94960,0.94812
2013-03-12 08:00:00,0.94951,0.94861,0.95056,0.94849
2013-03-12 09:00:00,0.94861,0.94802,0.94915,0.94677
2013-03-12 10:00:00,0.94802,0.94789,0.94882,0.94769
2013-03-12 11:00:00,0.94789,0.94782,0.94864,0.94716
2013-03-12 12:00:00,0.94782,0.94645,0.94817,0.94589
2013-03-12 13:00:00,0.94645,0.94430,0.94653,0.94371
2013-03-12 14:00:00,0.94427,0.94623,0.94650,0.94405
2013-03-12 15:00:00,0.94624,0.94711,0.94752,0.94597
2013-03-12 16:00:00,0.94713,0.94693,0.94728,0.94638
2013-03-12 17:00:00,0.94694,0.94731,0.94776,0.94657
2013-03-12 18:00:00,0.94731,0.94724,0.94764,0.94701
2013-03-12 19:00:00,0.94725,0.94712,0.94749,0.94673
2013-03-12 20:00:00,0.94712,0.94714,0.94730,0.94684
2013-03-12 21:00:00,0.94714,0.94743,0.94769,0.94708
2013-03-12 22:00:00,0.94743,0.94748,0.94756,0.94719
2013-03-12 23:00:00,0.94748,0.94734,0.94777,0.94728
2013-03-13 00:00:00,0.94735,0.94718,0.94763,0.94699
2013-03-13 01:00:00,0.94718,0.94665,0.94723,0.94648
2013-03-13 02:00:00,0.94665,0.94674,0.94691,0.94644
2013-03-13 03:00:00,0.94673,0.94659,0.94679,0.94635
2013-03-13 04:00:00,0.94659,0.94672,0.94678,0.94635
2013-03-13 05:00:00,0.94674,0.94653,0.94674,0.94626
2013-03-13 06:00:00,0.94656,0.94646,0.94697,0.94635
2013-03-13 07:00:00,0.94644,0.94369,0.94644,0.94308
2013-03-13 08:00:00,0.94369,0.94763,0.94799,0.94349
2013-03-13 09:00:00,0.94765,0.94657,0.94804,0.94618
2013-03-13 10:00:00,0.94657,0.94744,0.94746,0.94604
2013-03-13 11:00:00,0.94744,0.94723,0.94806,0.94707
2013-03-13 12:00:00,0.94720,0.94956,0.95004,0.94559
2013-03-13 13:00:00,0.94956,0.95114,0.95200,0.94892
2013-03-13 14:00:00,0.95114,0.95151,0.95250,0.95102
2013-03-13 15:00:00,0.95151,0.95188,0.95216,0.95081
2013-03-13 16:00:00,0.95187,0.95265,0.95308,0.95131
2013-03-13 17:00:00,0.95267,0.95169,0.95304,0.95160
2013-03-13 18:00:00,0.95169,0.95265,0.95271,0.95167
2013-03-13 19:00:00,0.95263,0.95276,0.95301,0.95225
2013-03-13 20:00:00,0.95276,0.95257,0.95337,0.95244
2013-03-13 21:00:00,0.95259,0.95271,0.95306,0.95245
2013-03-13 22:00:00,0.95266,0.95274,0.95277,0.95232
2013-03-13 23:00:00,0.95274,0.95277,0.95291,0.95244
2013-03-14 00:00:00,0.95277,0.95137,0.95284,0.95136
2013-03-14 01:00:00,0.95140,0.95191,0.95202,0.95091
2013-03-14 02:00:00,0.95190,0.95204,0.95235,0.95185
2013-03-14 03:00:00,0.95205,0.95241,0.95275,0.95186
2013-03-14 04:00:00,0.95241,0.95297,0.95310,0.95238
2013-03-14 05:00:00,0.95296,0.95277,0.95310,0.95261
2013-03-14 06:00:00,0.95277,0.95247,0.95316,0.95224
2013-03-14 07:00:00,0.95247,0.95426,0.95439,0.95237
2013-03-14 08:00:00,0.95427,0.95392,0.95478,0.95114
2013-03-14 09:00:00,0.95377,0.95411,0.95539,0.95368
2013-03-14 10:00:00,0.95411,0.95404,0.95495,0.95354
2013-03-14 11:00:00,0.95406,0.95535,0.95558,0.95392
2013-03-14 12:00:00,0.95535,0.95498,0.95676,0.95429
2013-03-14 13:00:00,0.95498,0.95322,0.95503,0.95241
2013-03-14 14:00:00,0.95322,0.95202,0.95361,0.95119
2013-03-14 15:00:00,0.95202,0.94969,0.95222,0.94960
2013-03-14 16:00:00,0.94968,0.94646,0.95079,0.94622
2013-03-14 17:00:00,0.94645,0.94656,0.94725,0.94520
2013-03-14 18:00:00,0.94656,0.94740,0.94744,0.94614
2013-03-14 19:00:00,0.94741,0.94685,0.94751,0.94665
2013-03-14 20:00:00,0.94686,0.94728,0.94777,0.94686
2013-03-14 21:00:00,0.94728,0.94717,0.94754,0.94701
2013-03-14 22:00:00,0.94716,0.94664,0.94760,0.94664
2013-03-14 23:00:00,0.94663,0.94714,0.94723,0.94663
2013-03-15 00:00:00,0.94714,0.94744,0.94777,0.94707
2013-03-15 01:00:00,0.94744,0.94646,0.94760,0.94608
2013-03-15 02:00:00,0.94644,0.94652,0.94667,0.94626
2013-03-15 03:00:00,0.94653,0.94716,0.94721,0.94619
2013-03-15 04:00:00,0.94716,0.94673,0.94730,0.94661
2013-03-15 05:00:00,0.94673,0.94738,0.94740,0.94631
2013-03-15 06:00:00,0.94738,0.94694,0.94747,0.94676
2013-03-15 07:00:00,0.94694,0.94508,0.94706,0.94486
2013-03-15 08:00:00,0.94508,0.94531,0.94683,0.94493
2013-03-15 09:00:00,0.94531,0.94366,0.94554,0.94342
2013-03-15 10:00:00,0.94366,0.94274,0.94366,0.94245
2013-03-15 11:00:00,0.94274,0.94286,0.94343,0.94191
2013-03-15 12:00:00,0.94286,0.93886,0.94325,0.93798
2013-03-15 13:00:00,0.93878,0.94104,0.94216,0.93843
2013-03-15 14:00:00,0.94104,0.94060,0.94162,0.93888
2013-03-15 15:00:00,0.94060,0.93886,0.94146,0.93855
2013-03-15 16:00:00,0.93886,0.93911,0.94043,0.93878
2013-03-15 17:00:00,0.93913,0.93957,0.93995,0.93878
2013-03-15 18:00:00,0.93958,0.94032,0.94071,0.93913
2013-03-15 19:00:00,0.94036,0.93941,0.94063,0.93941
2013-03-15 20:00:00,0.93941,0.93901,0.93956,0.93866
2013-03-17 21:00:00,0.94495,0.94343,0.94540,0.94283
2013-03-17 22:00:00,0.94344,0.94459,0.94529,0.94256
2013-03-17 23:00:00,0.94459,0.94534,0.94575,0.94383
2013-03-18 00:00:00,0.94534,0.94452,0.94573,0.94415
2013-03-18 01:00:00,0.94450,0.94404,0.94504,0.94377
2013-03-18 02:00:00,0.94405,0.94380,0.94413,0.94332
2013-03-18 03:00:00,0.94381,0.94272,0.94382,0.94262
2013-03-18 04:00:00,0.94273,0.94388,0.94414,0.94273
2013-03-18 05:00:00,0.94387,0.94430,0.94478,0.94387
2013-03-18 06:00:00,0.94431,0.94514,0.94556,0.94400
2013-03-18 07:00:00,0.94513,0.94352,0.94548,0.94320
2013-03-18 08:00:00,0.94352,0.94248,0.94409,0.94218
2013-03-18 09:00:00,0.94248,0.94265,0.94353,0.94175
2013-03-18 10:00:00,0.94265,0.94490,0.94879,0.94225
2013-03-18 11:00:00,0.94490,0.94507,0.94554,0.94409
2013-03-18 12:00:00,0.94504,0.94470,0.94566,0.94374
2013-03-18 13:00:00,0.94466,0.94499,0.94574,0.94440
2013-03-18 14:00:00,0.94498,0.94517,0.94557,0.94292
2013-03-18 15:00:00,0.94517,0.94506,0.94604,0.94480
2013-03-18 16:00:00,0.94506,0.94483,0.94515,0.94247
2013-03-18 17:00:00,0.94483,0.94557,0.94617,0.94461
2013-03-18 18:00:00,0.94560,0.94544,0.94576,0.94504
2013-03-18 19:00:00,0.94545,0.94633,0.94686,0.94542
2013-03-18 20:00:00,0.94633,0.94611,0.94669,0.94583
2013-03-18 21:00:00,0.94613,0.94627,0.94657,0.94578
2013-03-18 22:00:00,0.94626,0.94714,0.94716,0.94611
2013-03-18 23:00:00,0.94714,0.94744,0.94744,0.94683
2013-03-19 00:00:00,0.94745,0.94627,0.94776,0.94618
2013-03-19 01:00:00,0.94626,0.94662,0.94680,0.94604
2013-03-19 02:00:00,0.94660,0.94641,0.94676,0.94610
2013-03-19 03:00:00,0.94641,0.94676,0.94698,0.94632
2013-03-19 04:00:00,0.94676,0.94650,0.94688,0.94646
2013-03-19 05:00:00,0.94649,0.94702,0.94732,0.94590
2013-03-19 06:00:00,0.94705,0.94660,0.94767,0.94593
2013-03-19 07:00:00,0.94660,0.94709,0.94725,0.94600
2013-03-19 08:00:00,0.94706,0.94731,0.94801,0.94690
2013-03-19 09:00:00,0.94726,0.94653,0.94786,0.94645
2013-03-19 10:00:00,0.94662,0.94571,0.94662,0.94455
2013-03-19 11:00:00,0.94571,0.94469,0.94572,0.94424
2013-03-19 12:00:00,0.94469,0.94384,0.94469,0.94283
2013-03-19 13:00:00,0.94384,0.94330,0.94440,0.94263
2013-03-19 14:00:00,0.94329,0.94397,0.94497,0.94279
2013-03-19 15:00:00,0.94398,0.94611,0.94617,0.94319
2013-03-19 16:00:00,0.94611,0.94775,0.94846,0.94488
2013-03-19 17:00:00,0.94775,0.94803,0.94925,0.94743
2013-03-19 18:00:00,0.94803,0.94786,0.94892,0.94698
2013-03-19 19:00:00,0.94786,0.94757,0.94849,0.94606
2013-03-19 20:00:00,0.94756,0.94699,0.94776,0.94673
2013-03-19 21:00:00,0.94699,0.94763,0.94784,0.94683
2013-03-19 22:00:00,0.94763,0.94821,0.94821,0.94725
2013-03-19 23:00:00,0.94820,0.94785,0.94821,0.94768
2013-03-20 00:00:00,0.94785,0.94746,0.94805,0.94743
2013-03-20 01:00:00,0.94746,0.94729,0.94792,0.94716
2013-03-20 02:00:00,0.94729,0.94753,0.94776,0.94721
2013-03-20 03:00:00,0.94753,0.94761,0.94796,0.94728
2013-03-20 04:00:00,0.94759,0.94788,0.94789,0.94740
2013-03-20 05:00:00,0.94788,0.94767,0.94796,0.94763
2013-03-20 06:00:00,0.94767,0.94770,0.94790,0.94695
2013-03-20 07:00:00,0.94770,0.94706,0.94821,0.94655
2013-03-20 08:00:00,0.94706,0.94777,0.94805,0.94617
2013-03-20 09:00:00,0.94777,0.94674,0.94814,0.94622
2013-03-20 10:00:00,0.94675,0.94579,0.94702,0.94504
2013-03-20 11:00:00,0.94580,0.94562,0.94665,0.94550
2013-03-20 12:00:00,0.94564,0.94464,0.94611,0.94382
2013-03-20 13:00:00,0.94459,0.94434,0.94483,0.94300
2013-03-20 14:00:00,0.94436,0.94361,0.94443,0.94257
2013-03-20 15:00:00,0.94361,0.94404,0.94438,0.94327
2013-03-20 16:00:00,0.94403,0.94405,0.94440,0.94352
2013-03-20 17:00:00,0.94405,0.94411,0.94442,0.94282
2013-03-20 18:00:00,0.94411,0.94365,0.94474,0.94126
2013-03-20 19:00:00,0.94365,0.94436,0.94461,0.94277
2013-03-20 20:00:00,0.94437,0.94530,0.94533,0.94435
2013-03-20 21:00:00,0.94530,0.94459,0.94561,0.94449
2013-03-20 22:00:00,0.94454,0.94534,0.94556,0.94448
2013-03-20 23:00:00,0.94533,0.94490,0.94571,0.94450
2013-03-21 00:00:00,0.94490,0.94445,0.94504,0.94424
2013-03-21 01:00:00,0.94445,0.94421,0.94473,0.94419
2013-03-21 02:00:00,0.94421,0.94428,0.94460,0.94411
2013-03-21 03:00:00,0.94429,0.94492,0.94501,0.94409
2013-03-21 04:00:00,0.94491,0.94491,0.94525,0.94464
2013-03-21 05:00:00,0.94491,0.94500,0.94514,0.94476
2013-03-21 06:00:00,0.94500,0.94502,0.94546,0.94457
2013-03-21 07:00:00,0.94502,0.94485,0.94513,0.94395
2013-03-21 08:00:00,0.94484,0.94706,0.94753,0.94424
2013-03-21 09:00:00,0.94705,0.94579,0.94712,0.94535
2013-03-21 10:00:00,0.94580,0.94531,0.94668,0.94497
2013-03-21 11:00:00,0.94529,0.94637,0.94664,0.94483
2013-03-21 12:00:00,0.94637,0.94666,0.94702,0.94568
2013-03-21 13:00:00,0.94666,0.94704,0.94779,0.94620
2013-03-21 14:00:00,0.94704,0.94706,0.94832,0.94638
2013-03-21 15:00:00,0.94707,0.94554,0.94719,0.94532
2013-03-21 16:00:00,0.94552,0.94708,0.94722,0.94552
2013-03-21 17:00:00,0.94708,0.94654,0.94793,0.94635
2013-03-21 18:00:00,0.94656,0.94642,0.94693,0.94558
2013-03-21 19:00:00,0.94642,0.94729,0.94729,0.94592
2013-03-21 20:00:00,0.94731,0.94656,0.94731,0.94636
2013-03-21 21:00:00,0.94664,0.94721,0.94733,0.94601
2013-03-21 22:00:00,0.94718,0.94674,0.94733,0.94662
2013-03-21 23:00:00,0.94674,0.94649,0.94683,0.94635
2013-03-22 00:00:00,0.94651,0.94631,0.94670,0.94584
2013-03-22 01:00:00,0.94630,0.94639,0.94649,0.94608
2013-03-22 02:00:00,0.94639,0.94660,0.94667,0.94614
2013-03-22 03:00:00,0.94662,0.94649,0.94667,0.94625
2013-03-22 04:00:00,0.94649,0.94676,0.94695,0.94645
2013-03-22 05:00:00,0.94673,0.94753,0.94754,0.94625
2013-03-22 06:00:00,0.94753,0.94678,0.94757,0.94657
2013-03-22 07:00:00,0.94678,0.94581,0.94682,0.94539
2013-03-22 08:00:00,0.94580,0.94629,0.94641,0.94491
2013-03-22 09:00:00,0.94629,0.94475,0.94685,0.94466
2013-03-22 10:00:00,0.94474,0.94455,0.94527,0.94423
2013-03-22 11:00:00,0.94455,0.94355,0.94464,0.94292
2013-03-22 12:00:00,0.94353,0.94316,0.94369,0.94259
2013-03-22 13:00:00,0.94316,0.94328,0.94429,0.94306
2013-03-22 14:00:00,0.94327,0.94212,0.94357,0.94004
2013-03-22 15:00:00,0.94212,0.94033,0.94251,0.94013
2013-03-22 16:00:00,0.94033,0.94155,0.94216,0.94018
2013-03-22 17:00:00,0.94156,0.94213,0.94216,0.94144
2013-03-22 18:00:00,0.94213,0.94127,0.94216,0.94127
2013-03-22 19:00:00,0.94129,0.94076,0.94177,0.94040
2013-03-22 20:00:00,0.94076,0.94139,0.94139,0.93987
2013-03-24 21:00:00,0.94354,0.94206,0.94409,0.94150
